ID,pKa_pred,pKa_real
4zls,8.290,9.090
4zme,4.340,4.300
4zow,4.299,4.120
4zv1,5.246,5.240
4zv2,2.973,2.930
4zvi,6.153,6.330
4zw5,4.403,4.430
4zw6,5.855,5.720
4zw7,4.920,4.720
4zw8,6.133,5.960
4zwx,8.806,8.700
4zx0,8.424,8.000
4zx1,6.260,6.140
4zx4,7.038,7.110
4zzx,7.300,6.900
4zzz,7.304,7.060
5a6x,6.771,6.690
5a7b,3.811,3.570
5a7y,4.601,4.480
5aa9,8.458,8.190
5aan,4.153,4.150
5acy,8.114,8.190
5ad1,7.529,7.240
5afv,5.379,5.590
5alb,10.814,10.710
5am6,7.073,6.730
5am7,7.697,7.190
5amd,8.830,8.550
5amg,8.666,8.220
5aml,9.232,9.150
5ant,6.157,6.360
5anu,9.190,9.400
5anv,8.933,9.300
5aoi,3.055,3.030
5aoj,4.572,4.680
5aqz,5.158,5.480
5ave,5.521,5.440
5avf,5.359,5.490
5ayt,6.651,6.770
5b25,10.451,10.240
5b2d,4.286,4.250
5b5f,5.251,5.250
5b5g,5.395,5.250
5boj,7.084,7.000
5bs4,10.530,11.000
5btv,3.882,3.850
5bv3,7.123,7.170
5bw4,4.313,4.170
5bwc,7.499,7.210
5byi,7.364,7.510
5c1m,10.868,10.800
5c1w,5.783,5.060
5c28,5.949,5.660
5c2a,8.491,8.320
5c2h,10.547,11.090
5c2o,4.603,4.550
5c3p,4.421,4.460
5c5t,2.776,3.130
5c8n,8.024,7.550
5cap,7.234,7.280
5caq,9.025,8.570
5cau,9.163,8.800
5cbm,7.863,7.770
5cbs,5.511,5.410
5cc2,4.260,4.100
5cep,7.659,6.840
5ceq,7.317,7.380
5chk,5.604,5.390
5cj6,8.494,8.690
5cjf,9.630,9.590
5cks,5.677,5.510
5cp5,6.125,5.910
5cqt,6.985,6.910
5cqu,6.925,6.540
5cs3,2.165,2.150
5cs6,3.151,3.200
5cso,5.965,6.030
5csp,4.573,4.240
5cst,6.963,6.960
5ct2,3.045,2.920
5cxa,8.254,8.050
5d0c,5.550,5.630
5d0r,6.324,6.370
5d1r,4.862,4.840
5d25,6.259,6.300
5d26,6.207,6.090
5d2r,5.752,5.820
5d3h,5.069,5.100
5d3j,5.345,5.240
5d3l,6.407,6.060
5d3n,4.986,5.040
5d3t,4.677,4.920
5d3x,6.389,6.360
5d47,6.840,7.000
5d48,7.363,7.520
5dex,7.584,7.650
5dfp,7.978,7.660
5dgu,10.587,11.350
5dgw,10.184,11.050
5dh4,6.930,7.240
5dh5,9.530,9.640
5dhu,6.258,6.300
5dit,6.161,6.150
5dlx,5.882,5.700
5dpx,4.453,4.460
5dq8,4.074,4.140
5dqc,6.934,7.340
5dqf,3.270,3.600
5duw,3.530,3.290
5dw2,5.737,5.840
5dx4,7.211,6.860
5dyo,10.005,10.210
5e13,4.189,4.240
5e1s,8.563,7.920
5e28,7.952,7.910
5e2l,3.925,4.030
5e2o,8.964,8.700
5e2p,8.943,8.800
5e2r,7.234,7.060
5e2s,9.133,9.010
5e3a,5.156,5.440
5e6o,3.903,4.110
5e73,4.805,4.640
5e74,4.499,4.410
5e7n,6.199,6.090
5e89,7.682,7.850
5ect,5.254,5.280
5edc,7.352,7.660
5edd,5.331,5.240
5edl,8.053,8.350
5eei,8.914,9.220
5een,9.229,8.960
5efc,4.524,4.850
5efh,6.769,6.100
5egu,5.776,5.850
5eh5,5.737,5.870
5eh7,3.825,3.480
5eh8,2.960,3.100
5ehq,10.594,10.480
5ehr,7.875,7.140
5ehw,3.210,3.000
5ei3,4.142,4.250
5eis,5.647,5.740
5ekm,6.392,6.320
5el9,7.285,7.640
5en3,6.300,6.210
5epn,8.903,8.660
5eq1,4.679,4.680
5eqe,4.350,3.880
5eqy,8.174,8.000
5er1,6.333,6.020
5er2,6.652,6.570
5etb,4.524,4.540
5etj,9.817,10.180
5eu1,7.650,7.810
5evb,5.335,5.000
5evk,5.048,4.920
5evz,6.750,6.570
5ew0,6.574,6.590
5ewa,4.917,4.820
5ewy,4.253,4.300
5exl,8.614,8.430
5exm,8.420,8.200
5exn,8.081,7.640
5exw,6.935,6.820
5ey0,2.805,2.650
5ey4,3.162,3.120
5eyr,5.239,5.300
5f08,5.388,5.520
5f0f,5.772,6.000
5f1h,8.004,7.850
5f1r,6.167,6.000
5f1v,7.143,6.850
5f1x,5.963,6.110
5f25,4.650,5.040
5f2r,3.997,4.280
5f2u,8.838,8.430
5f5z,6.844,7.070
5f60,7.234,7.370
5f61,7.077,7.460
5f62,7.963,8.170
5f63,7.751,7.920
5f9b,4.130,4.260
5fbi,2.677,2.800
5fck,8.403,8.220
5fdc,7.616,7.460
5fdi,7.780,7.730
5fe6,2.231,2.160
5fe7,3.431,3.310
5fe9,4.997,4.680
5fh7,6.774,6.860
5fh8,6.711,6.770
5fhm,5.099,5.090
5fhn,5.601,5.900
5fho,6.829,6.670
5fl5,8.200,8.190
5fl6,7.482,7.360
5flq,3.011,2.970
5fls,3.033,3.040
5flt,2.908,2.890
5fnc,4.112,4.110
5fnd,3.395,3.490
5fnf,3.208,3.150
5fng,3.316,2.960
5fnr,4.092,4.230
5fns,5.226,5.400
5fnt,5.990,6.170
5fnu,8.725,8.890
5fog,3.713,3.670
5fot,3.366,3.170
5fou,3.964,3.950
5fox,3.266,3.170
5fs5,6.054,6.690
5fso,6.042,6.090
5fut,6.381,6.450
5g1a,7.026,6.570
5g1z,4.993,5.320
5g2g,6.204,6.050
5g4n,4.099,4.000
5g4o,4.575,4.430
5g5f,5.546,5.280
5g5z,5.356,5.660
5g60,5.873,6.520
5g61,6.154,6.400
5gja,5.722,5.550
5gmn,4.858,4.730
5gof,3.841,4.050
5gs9,4.960,5.260
5gsa,7.042,7.090
5h1t,3.616,3.800
5h1u,3.712,3.510
5h1v,4.211,4.000
5h5f,4.536,4.430
5h8e,10.976,11.200
5h8g,10.224,10.320
5h9r,6.061,6.080
5hbn,4.630,4.890
5hbs,7.383,7.730
5hct,7.563,7.600
5hcv,8.930,8.700
5hcy,8.939,8.920
5hi7,7.738,7.850
5his,4.291,4.710
5hrv,4.971,5.290
5htl,6.257,6.300
5hu9,8.181,7.620
5hvs,7.300,7.150
5hvt,7.441,7.260
5hwu,5.362,5.270
5hwv,5.139,5.070
5hz5,7.306,7.070
5hz6,7.872,7.800
5hz8,6.475,6.400
5i1q,7.514,7.920
5i29,7.592,7.820
5i2e,6.528,6.640
5i2f,6.454,6.490
5i3v,8.088,7.800
5i3w,8.898,9.220
5i3x,8.519,8.100
5i3y,9.456,9.400
5i7y,6.952,7.280
5i88,6.560,6.600
5i8g,7.132,7.520
5i9x,7.539,7.520
5i9y,8.759,8.550
5i9z,8.535,8.050
5ia0,6.910,6.730
5ia1,6.412,6.280
5ia2,8.429,7.720
5ia3,8.111,7.340
5ia5,7.765,7.600
5igm,7.299,7.380
5ihh,6.508,6.410
5ime,8.446,8.340
5ioz,5.246,4.960
5ipj,8.695,8.890
5irr,5.329,5.270
5isz,4.374,4.490
5ito,4.207,4.160
5itp,4.939,5.000
5ive,7.782,7.570
5ivv,6.394,6.350
5ivy,6.367,6.440
5j0d,6.851,6.870
5j3l,4.829,4.800
5j41,3.911,3.700
5j6a,7.936,7.770
5j7q,4.642,4.580
5j7w,5.067,4.890
5j8z,8.408,8.300
5ja0,5.219,5.220
5jfp,8.637,9.320
5jfu,7.983,8.070
5jg1,8.084,8.720
5jhb,6.799,6.060
5ji8,4.652,4.630
5jop,9.029,9.410
5jox,4.436,4.460
5jq5,6.042,5.630
5js3,6.822,6.730
5jsj,5.567,5.400
5jsq,4.713,4.670
5jss,6.390,6.450
5jt9,6.518,6.630
5jxn,6.523,6.410
5jxq,8.478,8.150
5jy3,8.147,7.920
5jzi,4.900,4.800
5k03,4.746,4.740
5k0h,7.397,7.090
5k1d,4.710,4.680
5k1f,4.750,4.790
5k9w,4.624,4.590
5ka1,4.284,4.480
5ka7,4.312,4.350
5ka9,4.344,4.410
5kab,4.684,4.680
5kad,4.447,4.430
5kax,6.476,6.110
5kby,9.201,8.820
5kcb,5.540,6.000
5kej,5.037,5.110
5khm,8.456,8.300
5kly,7.270,7.210
5km9,4.196,4.250
5kma,4.803,4.710
5ko1,7.040,6.640
5kqx,7.995,8.440
5kr2,8.008,8.480
5kva,5.316,5.140
5kz0,8.368,7.660
5l30,9.423,9.140
5l3a,4.843,4.890
5l4i,7.122,6.590
5l4m,5.299,5.340
5l8a,5.162,4.910
5l9i,6.703,7.000
5l9l,6.807,7.100
5l9o,5.241,5.400
5ld8,8.101,8.050
5ldm,3.815,3.860
5ldp,4.106,4.170
5lif,5.966,5.870
5ljq,8.560,9.000
5ljt,8.652,8.920
5lli,6.853,7.050
5lne,4.824,4.760
5lom,6.754,7.130
5lsg,5.667,5.400
5lsh,3.311,3.390
5lud,3.662,3.610
5lvd,2.430,2.620
5lvl,5.719,5.900
5lvq,3.789,4.140
5lvr,3.766,3.600
5lwd,6.022,6.240
5lyn,4.790,5.040
5lyr,7.634,7.890
5lz4,6.035,5.700
5lz7,6.299,6.280
5m04,6.317,6.340
5m17,3.849,3.660
5m25,8.273,8.190
5m28,4.655,4.320
5m4q,3.032,3.510
5m5d,4.095,3.950
5m77,7.543,7.610
5m7s,8.719,9.050
5m7u,8.223,8.100
5m9w,2.333,2.240
5ma7,3.462,3.470
5meh,6.386,6.320
5mek,5.344,5.380
5mes,7.026,6.470
5mg2,7.687,7.770
5mge,3.686,4.060
5mgf,3.802,4.270
5mgk,4.075,4.000
5mjn,8.698,8.540
5mkr,4.709,4.770
5mn1,2.535,2.480
5mnr,5.356,5.460
5mo8,6.009,5.790
5mpz,3.934,4.070
5mrb,7.008,6.330
5mrm,5.221,5.030
5mro,5.981,5.700
5mrp,5.531,5.520
5mxf,3.588,3.590
5mz8,2.254,2.310
5n0d,8.563,8.480
5n0f,6.110,6.050
5n18,5.484,5.680
5n1r,8.015,7.950
5n1s,7.813,7.990
5n1z,8.453,8.190
5n25,7.687,7.780
5n2z,5.229,5.310
5n34,4.568,4.630
5n3v,4.175,4.340
5n3y,5.015,5.030
5n6s,7.999,8.090
5n84,8.064,7.960
5n93,8.510,8.660
5n99,4.204,4.210
5n9r,5.495,5.590
5ndf,5.508,5.850
5ne5,7.259,7.410
5nea,9.747,10.300
5neb,7.261,7.770
5nee,10.595,10.700
5ngz,2.826,2.890
5nih,6.782,6.870
5nk3,7.183,7.420
5nk6,6.543,6.800
5nk8,7.065,6.640
5nk9,5.960,6.140
5nka,5.836,5.460
5nkb,9.074,9.120
5nkc,7.693,7.720
5nkd,7.539,7.590
5nkg,7.543,7.680
5nkh,7.500,7.590
5nki,7.731,7.720
5nn6,5.619,5.520
5nvw,6.657,6.770
5nvx,6.855,7.050
5nw0,6.437,6.520
5nw1,6.453,6.600
5nwi,6.252,6.160
5o07,7.404,7.470
5o4f,6.039,6.680
5o58,6.470,6.720
5oei,5.516,5.800
5oku,6.242,6.260
5oot,8.079,7.550
5op5,6.542,6.670
5org,8.804,8.400
5orw,3.234,3.100
5os5,3.472,3.390
5ose,3.396,3.170
5ot8,4.204,4.200
5ot9,4.047,4.070
5ota,5.948,5.740
5otc,4.858,4.710
5ovr,4.794,4.570
5ovx,4.723,4.500
5std,10.234,10.490
5sxm,8.818,8.540
5sym,6.713,6.550
5sz0,9.078,9.100
5sz1,9.081,8.920
5sz2,8.963,8.700
5sz4,9.592,9.700
5sz6,7.290,7.000
5sz7,9.962,9.700
5t19,4.587,4.490
5t7s,4.159,4.100
5t8o,6.649,6.510
5t8p,6.179,5.890
5t9u,7.845,7.600
5t9w,5.830,5.590
5t9z,7.590,7.190
5ta2,8.327,7.960
5ta4,7.990,7.620
5tbe,9.380,8.970
5tcy,7.467,7.660
5tfx,7.057,7.220
5th4,2.767,2.850
5ti0,4.399,4.210
5tmp,7.479,7.470
5tp0,5.530,5.440
5tpx,6.521,6.550
5tt3,6.701,6.710
5ttw,6.233,5.960
5tuo,6.360,6.490
5twj,5.439,5.250
5txy,5.364,5.460
5tya,4.535,4.480
5u0d,4.936,4.540
5u0f,5.712,5.470
5u0g,4.761,4.580
5u0w,4.106,4.240
5u0z,6.020,6.190
5u11,5.339,5.350
5u12,5.267,5.070
5u14,5.340,5.340
5u49,6.322,6.140
5u4b,6.017,5.740
5u4d,6.580,6.330
5u8c,7.757,7.530
5ueu,7.657,7.780
5uf0,3.708,3.800
5ufc,4.821,5.160
5uff,4.044,4.240
5ufr,8.926,8.700
5ufs,8.478,8.490
5uk8,6.261,6.400
5ula,6.928,7.110
5uln,8.310,7.850
5ulp,4.598,4.610
5uoo,8.648,8.850
5upe,8.154,8.050
5upf,8.464,8.600
5upj,6.850,7.120
5upz,8.868,9.200
5ut6,4.463,4.240
5uv2,4.498,4.400
5uxf,7.463,7.060
5v0n,6.852,7.170
5v79,6.236,6.410
5v7a,6.235,6.380
5v82,10.850,10.150
5vb6,6.751,6.370
5vc3,7.479,7.110
5vcy,6.922,6.570
5vcz,6.871,6.350
5vd0,7.148,6.490
5vd2,7.780,7.100
5vd3,5.843,5.550
5vgy,4.371,4.180
5vi6,8.921,8.520
5vij,7.281,7.610
5vkc,9.185,8.740
5vo1,8.616,8.150
5voj,8.515,8.440
5vp9,9.342,8.990
5vsj,4.100,4.020
5wa8,5.802,6.230
5wal,9.110,8.770
5wbm,4.722,4.700
5wbo,4.093,4.210
5wcm,3.961,4.000
5wex,7.529,7.180
5wl0,9.837,9.170
5wlo,10.478,10.820
5wp5,5.535,5.340
5wqc,9.020,8.960
5wuk,8.043,7.850
5wxh,6.290,6.150
5wyx,6.642,6.660
5wyz,8.067,7.680
5x54,4.889,5.000
5x74,8.817,8.640
5yas,3.710,3.260
6ayi,6.436,6.680
6b4n,10.035,10.550
6b4u,7.871,7.680
6b7b,2.999,2.890
6b96,8.265,7.840
6b97,7.035,6.630
6b98,5.024,4.650
6cpa,11.203,11.520
6ep4,5.345,5.350
6equ,6.680,6.380
6eux,6.099,5.920
6rnt,2.468,2.370
6std,9.241,8.640
6upj,5.809,6.320
7std,10.645,10.720
7upj,8.371,8.490
8a3h,3.757,4.060
8cpa,8.882,9.150
